[2025-01-19T18:17:13.359Z] debug: 	Importing configs...
[2025-01-19T20:47:36.423Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:47:36.461Z] debug: 	Failed placing item: 17 of: 20 items into: pmcbear containers: Backpack. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:47:36.468Z] debug: 	pmcbear No default: mod_muzzle mod found for: weapon_toz_sks_762x39, using existing pool
[2025-01-19T20:47:36.516Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorintcar 60a283193cb70855c43a381d, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:47:36.523Z] debug: 	Failed placing item: 3 of: 5 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:47:36.543Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:47:36.543Z] debug: 	Plate slot: Left_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:47:36.557Z] debug: 	Plate filter was too restrictive for armor: item_equipment_rig_boss_blackknight 628b9c7d45122232a872358f, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:47:36.586Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_m 5ca2151486f774244a3b8d30, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:47:36.586Z] debug: 	Plate slot: Left_side_plate selection for armor: 5ca2151486f774244a3b8d30 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:47:36.588Z] debug: 	pmcbear No default: mod_muzzle mod found for: weapon_molot_op_sks_762x39, using existing pool
[2025-01-19T20:47:36.634Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:47:36.664Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:47:36.673Z] debug: 	Generated 15 pmcBEAR () hard bots
[2025-01-19T20:47:41.354Z] debug: 	Saved 1 profiles, took: 18.24ms
[2025-01-19T20:47:57.929Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:48:01.400Z] debug: 	Saved 1 profiles, took: 8.11ms
[2025-01-19T20:48:20.029Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:48:20.031Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:48:21.526Z] debug: 	Saved 1 profiles, took: 8.38ms
[2025-01-19T20:48:36.710Z] debug: 	Found 1 insurance packages in profile 678d420b00052b2c76b7d68c
[2025-01-19T20:48:41.470Z] debug: 	Saved 1 profiles, took: 18.34ms
[2025-01-19T20:48:53.052Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:49:01.499Z] debug: 	Saved 1 profiles, took: 9.35ms
[2025-01-19T20:49:10.388Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:49:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:49:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:49:21.527Z] debug: 	Saved 1 profiles, took: 7.52ms
[2025-01-19T20:49:41.764Z] debug: 	Saved 1 profiles, took: 12.49ms
[2025-01-19T20:49:48.185Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:50:01.611Z] debug: 	Saved 1 profiles, took: 8.57ms
[2025-01-19T20:50:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:50:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:50:20.830Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:50:21.635Z] debug: 	Saved 1 profiles, took: 9.20ms
[2025-01-19T20:50:38.261Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:50:41.652Z] debug: 	Saved 1 profiles, took: 11.36ms
[2025-01-19T20:51:01.679Z] debug: 	Saved 1 profiles, took: 18.07ms
[2025-01-19T20:51:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:51:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:51:21.698Z] debug: 	Saved 1 profiles, took: 11.24ms
[2025-01-19T20:51:30.862Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:51:30.971Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 6. Using mod items default plate
[2025-01-19T20:51:30.980Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:51:30.984Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_mflora 5c0e57ba86f7747fa141986d, unable to find plates of level: 3. Using mod items default plate
[2025-01-19T20:51:30.988Z] debug: 	pmcusec Chosen default: mod_handguard mod found for: weapon_molot_vepr_km_vpo_136_762x39 weapon conflicts with item on weapon, cannot use default
[2025-01-19T20:51:31.117Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:51:31.197Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 6. Using mod items default plate
[2025-01-19T20:51:31.253Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 6. Using mod items default plate
[2025-01-19T20:51:31.287Z] debug: 	Generated 15 pmcUSEC () hard bots
[2025-01-19T20:51:33.456Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:51:41.728Z] debug: 	Saved 1 profiles, took: 9.93ms
[2025-01-19T20:52:01.760Z] debug: 	Saved 1 profiles, took: 16.74ms
[2025-01-19T20:52:20.030Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:52:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:52:21.788Z] debug: 	Saved 1 profiles, took: 7.12ms
[2025-01-19T20:52:23.565Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:52:41.816Z] debug: 	Saved 1 profiles, took: 11.57ms
[2025-01-19T20:52:57.101Z] debug: 	Saved 1 profiles, took: 19.80ms
[2025-01-19T20:53:16.879Z] debug: 	Saved 1 profiles, took: 7.04ms
[2025-01-19T20:53:18.558Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:53:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:53:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:53:36.902Z] debug: 	Saved 1 profiles, took: 11.22ms
[2025-01-19T20:53:36.955Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:53:36.956Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:53:36.956Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:53:56.934Z] debug: 	Saved 1 profiles, took: 10.13ms
[2025-01-19T20:54:13.804Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:54:14.985Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:54:16.988Z] debug: 	Saved 1 profiles, took: 19.34ms
[2025-01-19T20:54:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:54:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:54:28.993Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:54:37.005Z] debug: 	Saved 1 profiles, took: 11.79ms
[2025-01-19T20:54:43.011Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:54:57.036Z] debug: 	Saved 1 profiles, took: 13.27ms
[2025-01-19T20:55:09.198Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:55:11.030Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:55:13.080Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:55:17.090Z] debug: 	Saved 1 profiles, took: 17.43ms
[2025-01-19T20:55:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:55:20.047Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:55:37.116Z] debug: 	Saved 1 profiles, took: 10.03ms
[2025-01-19T20:55:57.138Z] debug: 	Saved 1 profiles, took: 10.36ms
[2025-01-19T20:56:04.227Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:56:07.071Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:56:07.072Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:56:17.173Z] debug: 	Saved 1 profiles, took: 18.62ms
[2025-01-19T20:56:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:56:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:56:21.100Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:56:37.208Z] debug: 	Saved 1 profiles, took: 7.91ms
[2025-01-19T20:56:54.630Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:56:57.235Z] debug: 	Saved 1 profiles, took: 7.96ms
[2025-01-19T20:57:17.519Z] debug: 	Saved 1 profiles, took: 16.18ms
[2025-01-19T20:57:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:57:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:57:37.317Z] debug: 	Saved 1 profiles, took: 9.22ms
[2025-01-19T20:57:50.048Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:57:57.339Z] debug: 	Saved 1 profiles, took: 10.01ms
[2025-01-19T20:58:17.381Z] debug: 	Saved 1 profiles, took: 19.56ms
[2025-01-19T20:58:20.044Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:58:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:58:37.389Z] debug: 	Found 1 insurance packages in profile 678d420b00052b2c76b7d68c
[2025-01-19T20:58:37.402Z] debug: 	Saved 1 profiles, took: 12.38ms
[2025-01-19T20:58:45.603Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:58:57.447Z] debug: 	Saved 1 profiles, took: 11.02ms
[2025-01-19T20:59:17.494Z] debug: 	Saved 1 profiles, took: 13.93ms
[2025-01-19T20:59:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:59:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:59:31.863Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:59:37.532Z] debug: 	Saved 1 profiles, took: 20.23ms
[2025-01-19T20:59:40.991Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:59:45.858Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:59:57.542Z] debug: 	Saved 1 profiles, took: 10.34ms
[2025-01-19T21:00:17.569Z] debug: 	Saved 1 profiles, took: 8.53ms
[2025-01-19T21:00:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:00:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:00:20.318Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\bot\getBotBehaviours\
[2025-01-19T21:00:28.026Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:28.027Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:34.758Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:36.175Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:36.385Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:37.598Z] debug: 	Saved 1 profiles, took: 17.68ms
[2025-01-19T21:00:41.892Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:41.893Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:41.893Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:00:57.628Z] debug: 	Saved 1 profiles, took: 8.45ms
[2025-01-19T21:01:09.907Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:01:17.662Z] debug: 	Saved 1 profiles, took: 8.00ms
[2025-01-19T21:01:20.032Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:01:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:01:26.444Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:01:37.961Z] debug: 	Saved 1 profiles, took: 17.80ms
[2025-01-19T21:01:51.943Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:01:57.722Z] debug: 	Saved 1 profiles, took: 11.06ms
[2025-01-19T21:02:17.758Z] debug: 	Saved 1 profiles, took: 10.50ms
[2025-01-19T21:02:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:02:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:02:21.608Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:02:37.792Z] debug: 	Saved 1 profiles, took: 18.54ms
[2025-01-19T21:02:57.826Z] debug: 	Saved 1 profiles, took: 10.81ms
[2025-01-19T21:03:06.943Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:03:11.727Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:03:17.870Z] debug: 	Saved 1 profiles, took: 9.94ms
[2025-01-19T21:03:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:03:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:03:37.905Z] debug: 	Saved 1 profiles, took: 8.51ms
[2025-01-19T21:03:48.988Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:03:48.989Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:03:48.990Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:03:57.951Z] debug: 	Saved 1 profiles, took: 19.88ms
[2025-01-19T21:04:07.034Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:04:17.969Z] debug: 	Saved 1 profiles, took: 10.20ms
[2025-01-19T21:04:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:04:20.044Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:04:26.993Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:04:38.084Z] debug: 	Saved 1 profiles, took: 7.74ms
[2025-01-19T21:04:55.013Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:04:58.044Z] debug: 	Saved 1 profiles, took: 19.10ms
[2025-01-19T21:05:02.094Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:05:18.056Z] debug: 	Saved 1 profiles, took: 7.79ms
[2025-01-19T21:05:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:05:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:05:38.085Z] debug: 	Saved 1 profiles, took: 8.34ms
[2025-01-19T21:05:57.380Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:05:58.391Z] debug: 	Saved 1 profiles, took: 20.11ms
[2025-01-19T21:06:18.137Z] debug: 	Saved 1 profiles, took: 8.00ms
[2025-01-19T21:06:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:06:20.040Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:06:33.143Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:06:38.159Z] debug: 	Saved 1 profiles, took: 8.46ms
[2025-01-19T21:06:52.596Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:06:58.215Z] debug: 	Saved 1 profiles, took: 21.19ms
[2025-01-19T21:07:01.175Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:07:18.222Z] debug: 	Saved 1 profiles, took: 11.01ms
[2025-01-19T21:07:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:07:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:07:38.239Z] debug: 	Saved 1 profiles, took: 10.43ms
[2025-01-19T21:07:43.196Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:07:47.929Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:07:58.278Z] debug: 	Saved 1 profiles, took: 20.54ms
[2025-01-19T21:08:18.302Z] debug: 	Saved 1 profiles, took: 9.20ms
[2025-01-19T21:08:20.031Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:08:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:08:38.325Z] debug: 	Found 1 insurance packages in profile 678d420b00052b2c76b7d68c
[2025-01-19T21:08:38.338Z] debug: 	Saved 1 profiles, took: 12.64ms
[2025-01-19T21:08:38.440Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:08:53.240Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:08:53.241Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:08:58.338Z] debug: 	Saved 1 profiles, took: 7.88ms
[2025-01-19T21:09:18.386Z] debug: 	Saved 1 profiles, took: 20.28ms
[2025-01-19T21:09:20.029Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:09:20.031Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:09:28.544Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:09:37.522Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:09:38.401Z] debug: 	Saved 1 profiles, took: 10.59ms
[2025-01-19T21:09:58.434Z] debug: 	Saved 1 profiles, took: 10.33ms
[2025-01-19T21:10:18.711Z] debug: 	Saved 1 profiles, took: 16.61ms
[2025-01-19T21:10:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:10:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:10:23.581Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:10:38.478Z] debug: 	Saved 1 profiles, took: 10.03ms
[2025-01-19T21:10:58.494Z] debug: 	Saved 1 profiles, took: 9.83ms
[2025-01-19T21:11:13.663Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:11:18.540Z] debug: 	Saved 1 profiles, took: 21.20ms
[2025-01-19T21:11:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:11:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:11:38.583Z] debug: 	Saved 1 profiles, took: 7.95ms
[2025-01-19T21:11:58.619Z] debug: 	Saved 1 profiles, took: 7.38ms
[2025-01-19T21:12:09.554Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:12:18.662Z] debug: 	Saved 1 profiles, took: 19.06ms
[2025-01-19T21:12:20.040Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:12:20.042Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:12:38.688Z] debug: 	Saved 1 profiles, took: 9.97ms
[2025-01-19T21:12:39.752Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:12:58.725Z] debug: 	Saved 1 profiles, took: 7.37ms
[2025-01-19T21:13:05.014Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:13:18.755Z] debug: 	Saved 1 profiles, took: 11.43ms
[2025-01-19T21:13:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:13:20.044Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:13:21.779Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:13:35.795Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T21:13:38.774Z] debug: 	Saved 1 profiles, took: 16.47ms
[2025-01-19T21:13:49.189Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\local\end
[2025-01-19T21:13:49.195Z] debug: 	Raid: Sandbox_high.Pmc.1737319395 outcome: Survived
[2025-01-19T21:13:55.943Z] info: 	[WS] Игрок: Graf (678d420b00052b2c76b7d68c) присоединился
[2025-01-19T21:13:55.943Z] info: 	WebSocketHandler "SPT WebSocket Handler" connected
[2025-01-19T21:13:58.794Z] debug: 	Saved 1 profiles, took: 20.76ms
[2025-01-19T21:13:59.404Z] info: 	[Запрос клиента] 26.92.57.200 \client\putMetrics
[2025-01-19T21:13:59.437Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\list
[2025-01-19T21:13:59.859Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\select
[2025-01-19T21:13:59.891Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T21:13:59.934Z] info: 	[Запрос клиента] 26.92.57.200 \client\quest\list
[2025-01-19T21:14:01.986Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\statistic
[2025-01-19T21:14:02.029Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\list
[2025-01-19T21:14:02.201Z] info: 	[Запрос клиента] 26.92.57.200 \client\repeatalbeQuests\activityPeriods
[2025-01-19T21:14:02.201Z] debug: 	[Quest Check] daily quests are still valid.
[2025-01-19T21:14:02.201Z] debug: 	[Quest Check] weekly quests are still valid.
[2025-01-19T21:14:02.201Z] debug: 	[Quest Check] daily_savage quests are still valid.
[2025-01-19T21:14:17.434Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\items\moving
[2025-01-19T21:14:17.435Z] debug: 	event: RestoreHealth
[2025-01-19T21:14:17.436Z] debug: 	Item(s) taken. Status OK.
[2025-01-19T21:14:18.839Z] debug: 	Saved 1 profiles, took: 25.34ms
[2025-01-19T21:14:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T21:14:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T21:14:29.945Z] info: 	[Запрос клиента] 26.92.57.200 \client\items
[2025-01-19T21:14:34.055Z] debug: 	Saved 1 profiles, took: 17.63ms
[2025-01-19T21:14:37.148Z] info: 	[Запрос клиента] 26.92.57.200 \client\customization
[2025-01-19T21:14:37.353Z] info: 	[Запрос клиента] 26.92.57.200 \client\globals
[2025-01-19T21:14:37.833Z] info: 	[Запрос клиента] 26.92.57.200 \client\trading\api\traderSettings
[2025-01-19T21:14:37.897Z] info: 	[Запрос клиента] 26.92.57.200 \client\settings
[2025-01-19T21:14:37.950Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\list
[2025-01-19T21:14:38.376Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\select
[2025-01-19T21:14:38.429Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T21:14:38.472Z] info: 	[Запрос клиента] 26.92.57.200 \client\weather
[2025-01-19T21:14:38.494Z] info: 	[Запрос клиента] 26.92.57.200 \client\locations
[2025-01-19T21:14:38.494Z] debug: 	Map: base has no base json file, skipping generation
[2025-01-19T21:14:39.953Z] info: 	[Запрос клиента] 26.92.57.200 \client\handbook\templates
[2025-01-19T21:14:41.688Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\areas
[2025-01-19T21:14:41.815Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\qte\list
[2025-01-19T21:14:41.878Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\settings
[2025-01-19T21:14:41.930Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\production\recipes
[2025-01-19T21:14:42.049Z] info: 	[Запрос клиента] 26.92.57.200 \client\builds\list
[2025-01-19T21:14:49.030Z] info: 	[Запрос клиента] 26.92.57.200 \client\notifier\channel\create
[2025-01-19T21:14:49.030Z] info: 	[Запрос клиента] 26.92.57.200 \client\trading\customization\storage
[2025-01-19T21:14:49.031Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T21:14:49.089Z] info: 	[WS] Игрок: Graf (678d420b00052b2c76b7d68c) присоединился
[2025-01-19T21:14:49.089Z] info: 	WebSocketHandler "SPT WebSocket Handler" connected
[2025-01-19T21:14:49.103Z] info: 	[Запрос клиента] 26.92.57.200 \client\server\list
[2025-01-19T21:14:49.104Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\request\list\inbox
[2025-01-19T21:14:49.104Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\list
[2025-01-19T21:14:49.105Z] info: 	[Запрос клиента] 26.92.57.200 \client\mail\dialog\list
[2025-01-19T21:14:49.105Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\group\current
[2025-01-19T21:14:49.106Z] info: 	[Запрос клиента] 26.92.57.200 \client\quest\list
[2025-01-19T21:14:49.106Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\request\list\outbox
[2025-01-19T21:14:51.143Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\statistic
